uuid,title,abstract,response
aaai_2021_119,RSPNet: Relative Speed Perception for Unsupervised Video Representation Learning.,,No
aaai_2021_120,Dual Distribution Alignment Network for Generalizable Person Re-Identification.,,No
aaai_2021_121,RGB-D Salient Object Detection via 3D Convolutional Neural Networks.,,No
aaai_2021_122,Mind-the-Gap! Unsupervised Domain Adaptation for Text-Video Retrieval.,,No
aaai_2021_123,Local Relation Learning for Face Forgery Detection.,,No
aaai_2021_124,Deductive Learning for Weakly-Supervised 3D Human Pose Estimation via Uncalibrated Cameras.,,No
aaai_2021_125,A Unified Multi-Scenario Attacking Network for Visual Object Tracking.,,No
aaai_2021_126,SSD-GAN: Measuring the Realness in the Spatial and Spectral Domains.,,No
aaai_2021_127,Multi-Scale Spatial Temporal Graph Convolutional Network for Skeleton-Based Action Recognition.,,No
aaai_2021_128,Cascade Network with Guided Loss and Hybrid Attention for Finding Good Correspondences.,,No
aaai_2021_129,Generalizable Representation Learning for Mixture Domain Face Anti-Spoofing.,,No
aaai_2021_130,SSPC-Net: Semi-supervised Semantic 3D Point Cloud Segmentation Network.,,No
aaai_2021_131,Deep Feature Space Trojan Attack of Neural Networks by Controlled Detoxification.,,No
aaai_2021_132,Graph and Temporal Convolutional Networks for 3D Multi-person Pose Estimation in Monocular Videos.,,No
aaai_2021_133,DramaQA: Character-Centered Video Story Understanding with Hierarchical QA.,,No
aaai_2021_134,DeepCollaboration: Collaborative Generative and Discriminative Models for Class Incremental Learning.,,No
aaai_2021_135,Split then Refine: Stacked Attention-guided ResUNets for Blind Single Image Visible Watermark Removal.,,No
aaai_2021_136,RSGNet: Relation based Skeleton Graph Network for Crowded Scenes Pose Estimation.,,No
aaai_2021_137,Voxel R-CNN: Towards High Performance Voxel-based 3D Object Detection.,,No
aaai_2021_138,Arbitrary Video Style Transfer via Multi-Channel Correlation.,,No
aaai_2021_139,Similarity Reasoning and Filtration for Image-Text Matching.,,No
aaai_2021_140,Spatio-Temporal Difference Descriptor for Skeleton-Based Action Recognition.,,No
aaai_2021_141,Towards Universal Physical Attacks on Single Object Tracking.,,No
aaai_2021_142,Modeling the Probabilistic Distribution of Unlabeled Data for One-shot Medical Image Segmentation.,,No
aaai_2021_143,Few-Shot Class-Incremental Learning via Relation Knowledge Distillation.,,No
aaai_2021_144,MIEHDR CNN: Main Image Enhancement based Ghost-Free High Dynamic Range Imaging using Dual-Lens Systems.,,No
aaai_2021_145,Boosting Image-based Mutual Gaze Detection using Pseudo 3D Gaze.,,No
aaai_2021_146,How to Save your Annotation Cost for Panoptic Segmentation?,,No
aaai_2021_147,DIRV: Dense Interaction Region Voting for End-to-End Human-Object Interaction Detection.,,No
aaai_2021_148,DecAug: Augmenting HOI Detection via Decomposition.,,No
aaai_2021_149,Partially Non-Autoregressive Image Captioning.,,No
aaai_2021_150,Memory-Augmented Image Captioning.,,No
aaai_2021_151,Edge-competing Pathological Liver Vessel Segmentation with Limited Labels.,,No
aaai_2021_152,Visual Boundary Knowledge Translation for Foreground Segmentation.,,No
aaai_2021_153,Learning Complex 3D Human Self-Contact.,,No
aaai_2021_154,Rain Streak Removal via Dual Graph Convolutional Network.,,No
aaai_2021_155,CompFeat: Comprehensive Feature Aggregation for Video Instance Segmentation.,,No
aaai_2021_156,Deep Metric Learning with Self-Supervised Ranking.,,No
aaai_2021_157,A Systematic Evaluation of Object Detection Networks for Scientific Plots.,,No
aaai_2021_158,The Complexity of Object Association in Multiple Object Tracking.,,No
aaai_2021_159,Learning Local Neighboring Structure for Robust 3D Shape Representation.,,No
aaai_2021_160,Semantic-guided Reinforced Region Embedding for Generalized Zero-Shot Learning.,,No
aaai_2021_161,Dynamic Graph Representation Learning for Video Dialog via Multi-Modal Shuffled Transformers.,,No
aaai_2021_162,Boundary-Aware Geometric Encoding for Semantic Segmentation of Point Clouds.,,No
aaai_2021_163,Analogical Image Translation for Fog Generation.,,No
aaai_2021_164,Temporal ROI Align for Video Object Recognition.,,No
aaai_2021_165,SMART Frame Selection for Action Recognition.,,No
aaai_2021_166,Proxy Synthesis: Learning with Synthetic Classes for Deep Metric Learning.,,No
aaai_2021_167,Interpretable Graph Capsule Networks for Object Recognition.,,No
aaai_2021_168,Class-Incremental Instance Segmentation via Multi-Teacher Networks.,,No
aaai_2021_169,EfficientDeRain: Learning Pixel-wise Dilation Filtering for High-Efficiency Single-Image Deraining.,,No
aaai_2021_170,"Order Regularization on Ordinal Loss for Head Pose, Age and Gaze Estimation.",,No
aaai_2021_171,Decoupled and Memory-Reinforced Networks: Towards Effective Feature Learning for One-Step Person Search.,,No
aaai_2021_172,Spherical Image Generation from a Single Image by Considering Scene Symmetry.,,No
aaai_2021_173,Progressive One-shot Human Parsing.,,No
aaai_2021_174,Consistent-Separable Feature Representation for Semantic Segmentation.,,No
aaai_2021_175,Error-Aware Density Isomorphism Reconstruction for Unsupervised Cross-Domain Crowd Counting.,,No
aaai_2021_176,DropLoss for Long-Tail Instance Segmentation.,,No
aaai_2021_177,Hand-Model-Aware Sign Language Recognition.,,No
aaai_2021_178,Stratified Rule-Aware Network for Abstract Visual Reasoning.,,No
aaai_2021_179,VIVO: Visual Vocabulary Pre-Training for Novel Object Captioning.,,No
aaai_2021_180,Exploiting Relationship for Complex-scene Image Generation.,,No
aaai_2021_181,Modeling Deep Learning Based Privacy Attacks on Physical Mail.,,No
aaai_2021_182,PTN: A Poisson Transfer Network for Semi-supervised Few-shot Learning.,,No
aaai_2021_183,Text-Guided Graph Neural Networks for Referring 3D Instance Segmentation.,,No
aaai_2021_184,Initiative Defense against Facial Manipulation.,,No
aaai_2021_185,SnapMix: Semantically Proportional Mixing for Augmenting Fine-grained Data.,,No
aaai_2021_186,A Hybrid Attention Mechanism for Weakly-Supervised Temporal Action Localization.,,No
aaai_2021_187,Context-Aware Graph Convolution Network for Target Re-identification.,,No
aaai_2021_188,Improving Image Captioning by Leveraging Intra- and Inter-layer Global Representation in Transformer Network.,,No
aaai_2021_189,Frequency Consistent Adaptation for Real World Super Resolution.,,No
aaai_2021_190,Matching on Sets: Conquer Occluded Person Re-identification Without Alignment.,,No
aaai_2021_191,GradingNet: Towards Providing Reliable Supervisions for Weakly Supervised Object Detection by Grading the Box Candidates.,,No
aaai_2021_192,SSN3D: Self-Separated Network to Align Parts for 3D Convolution in Video Person Re-Identification.,,No
aaai_2021_193,Training Binary Neural Network without Batch Normalization for Image Super-Resolution.,,No
aaai_2021_194,What to Select: Pursuing Consistent Motion Segmentation from Multiple Geometric Models.,,No
aaai_2021_195,Asynchronous Teacher Guided Bit-wise Hard Mining for Online Hashing.,,No
aaai_2021_196,Deep Low-Contrast Image Enhancement using Structure Tensor Representation.,,No
aaai_2021_197,Spectral Distribution Aware Image Generation.,,No
aaai_2021_198,StarNet: towards Weakly Supervised Few-Shot Object Detection.,,No
aaai_2021_199,Discriminative Region Suppression for Weakly-Supervised Semantic Segmentation.,,No
aaai_2021_200,Visual Comfort Aware-Reinforcement Learning for Depth Adjustment of Stereoscopic 3D Images.,,No
aaai_2021_201,Dual Compositional Learning in Interactive Image Retrieval.,,No
aaai_2021_202,End-to-End Differentiable Learning to HDR Image Synthesis for Multi-exposure Images.,,No
aaai_2021_203,Structured Co-reference Graph Attention for Video-grounded Dialogue.,,No
aaai_2021_204,Cross-Domain Grouping and Alignment for Domain Adaptive Semantic Segmentation.,,No
aaai_2021_205,Bidirectional RNN-based Few Shot Learning for 3D Medical Image Segmentation.,,No
aaai_2021_206,DASZL: Dynamic Action Signatures for Zero-shot Learning.,,No
aaai_2021_207,Multi-level Distance Regularization for Deep Metric Learning.,,No
aaai_2021_208,Dynamic to Static Lidar Scan Reconstruction Using Adversarially Trained Auto Encoder.,,No
aaai_2021_209,Regularizing Attention Networks for Anomaly Detection in Visual Question Answering.,,No
aaai_2021_210,Weakly-supervised Temporal Action Localization by Uncertainty Modeling.,,No
aaai_2021_211,Learning Monocular Depth in Dynamic Scenes via Instance-Aware Projection Consistency.,,No
aaai_2021_212,Patch-Wise Attention Network for Monocular Depth Estimation.,,No
aaai_2021_213,Semi-Supervised Learning for Multi-Task Scene Understanding by Neural Graph Consensus.,,No
aaai_2021_214,Static-Dynamic Interaction Networks for Offline Signature Verification.,,No
aaai_2021_215,Proposal-Free Video Grounding with Contextual Pyramid Network.,,No
aaai_2021_216,Write-a-speaker: Text-based Emotional and Rhythmic Talking-head Generation.,,No
aaai_2021_217,Exploiting Learnable Joint Groups for Hand Pose Estimation.,,No
aaai_2021_218,RTS3D: Real-time Stereo 3D Detection from 4D Feature-Consistency Embedding Space for Autonomous Driving.,,No
aaai_2021_219,Adversarial Pose Regression Network for Pose-Invariant Face Recognitions.,,No
aaai_2021_220,Category Dictionary Guided Unsupervised Domain Adaptation for Object Detection.,,No
aaai_2021_221,Joint Semantic-geometric Learning for Polygonal Building Segmentation.,,No
aaai_2021_222,Generalized Zero-Shot Learning via Disentangled Representation.,,No
aaai_2021_223,Learning Omni-Frequency Region-adaptive Representations for Real Image Super-Resolution.,,No
aaai_2021_224,Group-Wise Semantic Mining for Weakly Supervised Semantic Segmentation.,,No
aaai_2021_225,Inference Fusion with Associative Semantics for Unseen Object Detection.,,No
aaai_2021_226,Deep Unsupervised Image Hashing by Maximizing Bit Entropy.,,No
aaai_2021_227,Sequential End-to-end Network for Efficient Person Search.,,No
aaai_2021_228,SD-Pose: Semantic Decomposition for Cross-Domain 6D Object Pose Estimation.,,No
aaai_2021_229,Temporal Pyramid Network for Pedestrian Trajectory Prediction with Multi-Supervision.,,No
aaai_2021_230,Query-Memory Re-Aggregation for Weakly-supervised Video Object Segmentation.,,No
aaai_2021_231,Augmented Partial Mutual Learning with Frame Masking for Video Captioning.,,No
aaai_2021_232,Exploiting Audio-Visual Consistency with Partial Supervision for Spatial Audio Generation.,,No
aaai_2021_233,Single View Point Cloud Generation via Unified 3D Prototype.,,No
aaai_2021_234,Self-Supervised Sketch-to-Image Synthesis.,,No
aaai_2021_235,TIME: Text and Image Mutual-Translation Adversarial Networks.,,No
aaai_2021_236,SA-BNN: State-Aware Binary Neural Network.,,No
aaai_2021_237,Spatiotemporal Graph Neural Network based Mask Reconstruction for Video Object Segmentation.,,No
aaai_2021_238,F2Net: Learning to Focus on the Foreground for Unsupervised Video Object Segmentation.,,No
aaai_2021_239,Toward Realistic Virtual Try-on Through Landmark Guided Shape Matching.,,No
aaai_2021_240,Large Motion Video Super-Resolution with Dual Subnet and Multi-Stage Communicated Upsampling.,,No
aaai_2021_241,FCFR-Net: Feature Fusion based Coarse-to-Fine Residual Learning for Depth Completion.,,No
aaai_2021_242,Activity Image-to-Video Retrieval by Disentangling Appearance and Motion.,,No
aaai_2021_243,Adaptive Pattern-Parameter Matching for Robust Pedestrian Detection.,,No
aaai_2021_244,Temporal Segmentation of Fine-gained Semantic Action: A Motion-Centered Figure Skating Dataset.,,No
aaai_2021_245,Learning Hybrid Relationships for Person Re-identification.,,No
aaai_2021_246,Translate the Facial Regions You Like Using Self-Adaptive Region Translation.,,No
aaai_2021_247,Subtype-aware Unsupervised Domain Adaptation for Medical Diagnosis.,,No
aaai_2021_248,FontRL: Chinese Font Synthesis via Deep Reinforcement Learning.,,No
aaai_2021_249,Hierarchical Information Passing Based Noise-Tolerant Hybrid Learning for Semi-Supervised Human Parsing.,,No
aaai_2021_250,Delving into Variance Transmission and Normalization: Shift of Average Gradient Makes the Network Collapse.,,No
aaai_2021_251,Aggregated Multi-GANs for Controlled 3D Human Motion Prediction.,,No
aaai_2021_252,ACSNet: Action-Context Separation Network for Weakly Supervised Temporal Action Localization.,,No
aaai_2021_253,Weakly Supervised Temporal Action Localization Through Learning Explicit Subspaces for Action and Context.,,No
aaai_2021_254,PointINet: Point Cloud Frame Interpolation Network.,,No
aaai_2021_255,A Global Occlusion-Aware Approach to Self-Supervised Monocular Visual Odometry.,,No
aaai_2021_256,PC-HMR: Pose Calibration for 3D Human Mesh Recovery from 2D Images/Videos.,,No
aaai_2021_257,DeepDT: Learning Geometry From Delaunay Triangulation for Surface Reconstruction.,,No
aaai_2021_258,Dual-level Collaborative Transformer for Image Captioning.,,No
aaai_2021_259,HR-Depth: High Resolution Self-Supervised Monocular Depth Estimation.,,No
aaai_2021_260,SMIL: Multimodal Learning with Severely Missing Modality.,,No
aaai_2021_261,Pyramidal Feature Shrinking for Salient Object Detection.,,No
aaai_2021_262,Learning to Count via Unbalanced Optimal Transport.,,No
aaai_2021_263,Scene Graph Embeddings Using Relative Similarity Supervision.,,No
aaai_2021_264,Few-Shot Lifelong Learning.,,No
aaai_2021_265,CARPe Posterum: A Convolutional Approach for Real-Time Pedestrian Path Prediction.,,No
aaai_2021_266,Dynamic Anchor Learning for Arbitrary-Oriented Object Detection.,,No
aaai_2021_267,Terrace-based Food Counting and Segmentation.,,No
aaai_2021_268,Embodied Visual Active Learning for Semantic Segmentation.,,No
aaai_2021_269,TDAF: Top-Down Attention Framework for Vision Tasks.,,No
aaai_2021_270,Few-shot Font Generation with Localized Style Representations and Factorization.,,No
aaai_2021_271,Learning Disentangled Representation for Fair Facial Attribute Classification via Fairness-aware Information Alignment.,,No
aaai_2021_272,Vid-ODE: Continuous-Time Video Generation with Neural Ordinary Differential Equation.,,No
aaai_2021_273,CHEF: Cross-modal Hierarchical Embeddings for Food Domain Retrieval.,,No
aaai_2021_274,Explainable Models with Consistent Interpretations.,,No
aaai_2021_275,Dual Adversarial Graph Neural Networks for Multi-label Cross-modal Retrieval.,,No
aaai_2021_276,KGDet: Keypoint-Guided Fashion Detection.,,No
aaai_2021_277,Learning Modulated Loss for Rotated Object Detection.,,No
aaai_2021_278,MANGO: A Mask Attention Guided One-Stage Scene Text Spotter.,,No
aaai_2021_279,REFINE: Prediction Fusion Network for Panoptic Segmentation.,,No
aaai_2021_280,AutoLR: Layer-wise Pruning and Auto-tuning of Learning Rates in Fine-tuning of Deep Networks.,,No
aaai_2021_281,DPFPS: Dynamic and Progressive Filter Pruning for Compressing Convolutional Neural Networks from Scratch.,,No
aaai_2021_282,Efficient Certification of Spatial Robustness.,,No
aaai_2021_283,Semantic Grouping Network for Video Captioning.,,No
aaai_2021_284,Audio-Visual Localization by Synthetic Acoustic Image Generation.,,No
aaai_2021_285,Enhanced Regularizers for Attributional Robustness.,,No
aaai_2021_286,Progressive Network Grafting for Few-Shot Knowledge Distillation.,,No
aaai_2021_287,Social-DPF: Socially Acceptable Distribution Prediction of Futures.,,No
aaai_2021_288,Robust Knowledge Transfer via Hybrid Forward on the Teacher-Student Model.,,No
aaai_2021_289,AttaNet: Attention-Augmented Network for Fast and Accurate Scene Parsing.,,No
aaai_2021_290,To Choose or to Fuse? Scale Selection for Crowd Counting.,,No
aaai_2021_291,Image Captioning with Context-Aware Auxiliary Guidance.,,No
aaai_2021_292,Unsupervised Model Adaptation for Continual Semantic Segmentation.,,No
aaai_2021_293,BSN++: Complementary Boundary Regressor with Scale-Balanced Relation Modeling for Temporal Action Proposal Generation.,,No
aaai_2021_294,MangaGAN: Unpaired Photo-to-Manga Translation Based on The Methodology of Manga Drawing.,,No
aaai_2021_295,MAMBA: Multi-level Aggregation via Memory Bank for Video Object Detection.,,No
aaai_2021_296,Deep Probabilistic Imaging: Uncertainty Quantification and Multi-modal Solution Characterization for Computational Imaging.,,No
aaai_2021_297,Domain General Face Forgery Detection by Learning to Weight.,,No
aaai_2021_298,Object-Centric Image Generation from Layouts.,,No
aaai_2021_299,Structure-aware Person Image Generation with Pose Decomposition and Semantic Correlation.,,No
aaai_2021_300,Gradient Regularized Contrastive Learning for Continual Domain Adaptation.,,No
aaai_2021_301,Adversarial Training Reduces Information and Improves Transferability.,,No
aaai_2021_302,Adversarial Turing Patterns from Cellular Automata.,,No
aaai_2021_303,Artificial Dummies for Urban Dataset Augmentation.,,No
aaai_2021_304,SCNet: Training Inference Sample Consistency for Instance Segmentation.,,No
aaai_2021_305,Task-Independent Knowledge Makes for Transferable Representations for Generalized Zero-Shot Learning.,,No
aaai_2021_306,Efficient Object-Level Visual Context Modeling for Multimodal Machine Translation: Masking Irrelevant Objects Helps Grounding.,,No
aaai_2021_307,Temporal Relational Modeling with Self-Supervision for Action Segmentation.,,No
aaai_2021_308,Towards Robust Visual Information Extraction in Real World: New Dataset and Novel Solution.,,No
aaai_2021_309,Self-Domain Adaptation for Face Anti-Spoofing.,,No
aaai_2021_310,Weakly Supervised Deep Hyperspherical Quantization for Image Retrieval.,,No
aaai_2021_311,Camera-Aware Proxies for Unsupervised Person Re-Identification.,,No
aaai_2021_312,Unsupervised 3D Learning for Shape Analysis via Multiresolution Instance Discrimination.,,No
aaai_2021_313,PGNet: Real-time Arbitrarily-Shaped Text Spotting with Point Gathering Network.,,No
aaai_2021_314,Dynamic Position-aware Network for Fine-grained Image Recognition.,,No
aaai_2021_315,Co-mining: Self-Supervised Learning for Sparsely Annotated Object Detection.,,No
