uuid,title,abstract,response
iclr_2020_184,Improved Sample Complexities for Deep Neural Networks and Robust Classification via an All-Layer Margin.,,No
iclr_2020_185,Identity Crisis: Memorization and Generalization Under Extreme Overparameterization.,,No
iclr_2020_186,ReMixMatch: Semi-Supervised Learning with Distribution Matching and Augmentation Anchoring.,,No
iclr_2020_187,Adaptive Structural Fingerprints for Graph Attention Networks.,,No
iclr_2020_188,CAQL: Continuous Action Q-Learning.,,No
iclr_2020_189,Learning Heuristics for Quantified Boolean Formulas through Reinforcement Learning.,,No
iclr_2020_190,Pure and Spurious Critical Points: a Geometric Study of Linear Networks.,,No
iclr_2020_191,Neural Text Generation With Unlikelihood Training.,,No
iclr_2020_192,Semi-Supervised Generative Modeling for Controllable Speech Synthesis.,,No
iclr_2020_193,Dynamic Time Lag Regression: Predicting What & When.,,No
iclr_2020_194,Scalable Model Compression by Entropy Penalized Reparameterization.,,No
iclr_2020_195,AMRL: Aggregated Memory For Reinforcement Learning.,,No
iclr_2020_196,Efficient Riemannian Optimization on the Stiefel Manifold via the Cayley Transform.,,No
iclr_2020_197,Unpaired Point Cloud Completion on Real Scans using Adversarial Training.,,No
iclr_2020_198,Adjustable Real-time Style Transfer.,,No
iclr_2020_199,Stochastic Weight Averaging in Parallel: Large-Batch Training That Generalizes Well.,,No
iclr_2020_200,Short and Sparse Deconvolution - A Geometric Approach.,,No
iclr_2020_201,Selection via Proxy: Efficient Data Selection for Deep Learning.,,No
iclr_2020_202,Global Relational Models of Source Code.,,No
iclr_2020_203,Detecting Extrapolation with Local Ensembles.,,No
iclr_2020_204,Learning to Link.,,No
iclr_2020_205,Adversarially robust transfer learning.,,No
iclr_2020_206,Overlearning Reveals Sensitive Attributes.,,No
iclr_2020_207,Bridging Mode Connectivity in Loss Landscapes and Adversarial Robustness.,,No
iclr_2020_208,Differentially Private Meta-Learning.,,No
iclr_2020_209,One-Shot Pruning of Recurrent Neural Networks by Jacobian Spectrum Evaluation.,,No
iclr_2020_210,Meta-Dataset: A Dataset of Datasets for Learning to Learn from Few Examples.,,No
iclr_2020_211,Are Transformers universal approximators of sequence-to-sequence functions?,,No
iclr_2020_212,Pre-training Tasks for Embedding-based Large-scale Retrieval.,,No
iclr_2020_213,"Deep Imitative Models for Flexible Inference, Planning, and Control.",,No
iclr_2020_214,CM3: Cooperative Multi-goal Multi-stage Multi-agent Reinforcement Learning.,,No
iclr_2020_215,Robust And Interpretable Blind Image Denoising Via Bias-Free Convolutional Neural Networks.,,No
iclr_2020_216,Towards Better Understanding of Adaptive Gradient Algorithms in Generative Adversarial Nets.,,No
iclr_2020_217,DeepV2D: Video to Depth with Differentiable Structure from Motion.,,No
iclr_2020_218,Learning Space Partitions for Nearest Neighbor Search.,,No
iclr_2020_219,Playing the lottery with rewards and multiple languages: lottery tickets in RL and NLP.,,No
iclr_2020_220,Sign-OPT: A Query-Efficient Hard-label Adversarial Attack.,,No
iclr_2020_221,RaCT: Toward Amortized Ranking-Critical Training For Collaborative Filtering.,,No
iclr_2020_222,Intrinsic Motivation for Encouraging Synergistic Behavior.,,No
iclr_2020_223,Chameleon: Adaptive Code Optimization for Expedited Deep Neural Network Compilation.,,No
iclr_2020_224,Recurrent neural circuits for contour detection.,,No
iclr_2020_225,Locality and Compositionality in Zero-Shot Learning.,,No
iclr_2020_226,Understanding Knowledge Distillation in Non-autoregressive Machine Translation.,,No
iclr_2020_227,Thieves on Sesame Street! Model Extraction of BERT-based APIs.,,No
iclr_2020_228,Fast is better than free: Revisiting adversarial training.,,No
iclr_2020_229,DBA: Distributed Backdoor Attacks against Federated Learning.,,No
iclr_2020_230,DeFINE: Deep Factorized Input Token Embeddings for Neural Sequence Modeling.,,No
iclr_2020_231,Sampling-Free Learning of Bayesian Quantized Neural Networks.,,No
iclr_2020_232,Learning to solve the credit assignment problem.,,No
iclr_2020_233,Four Things Everyone Should Know to Improve Batch Normalization.,,No
iclr_2020_234,Pseudo-LiDAR++: Accurate Depth for 3D Object Detection in Autonomous Driving.,,No
iclr_2020_235,SlowMo: Improving Communication-Efficient Distributed SGD with Slow Momentum.,,No
iclr_2020_236,MetaPix: Few-Shot Video Retargeting.,,No
iclr_2020_237,Learning to Learn by Zeroth-Order Oracle.,,No
iclr_2020_238,DD-PPO: Learning Near-Perfect PointGoal Navigators from 2.5 Billion Frames.,,No
iclr_2020_239,PAC Confidence Sets for Deep Neural Networks via Calibrated Prediction.,,No
iclr_2020_240,Precision Gating: Improving Neural Network Efficiency with Dynamic Dual-Precision Activations.,,No
iclr_2020_241,Oblique Decision Trees from Derivatives of ReLU Networks.,,No
iclr_2020_242,Span Recovery for Deep Neural Networks with Applications to Input Obfuscation.,,No
iclr_2020_243,Improving Neural Language Generation with Spectrum Control.,,No
iclr_2020_244,Learn to Explain Efficiently via Neural Logic Inductive Learning.,,No
iclr_2020_245,Improved memory in recurrent neural networks with sequential non-normal dynamics.,,No
iclr_2020_246,Neural Module Networks for Reasoning over Text.,,No
iclr_2020_247,Higher-Order Function Networks for Learning Composable 3D Object Representations.,,No
iclr_2020_248,Variational Hetero-Encoder Randomized GANs for Joint Image-Text Modeling.,,No
iclr_2020_249,Towards Fast Adaptation of Neural Architectures with Meta Learning.,,No
iclr_2020_250,Graph Constrained Reinforcement Learning for Natural Language Action Spaces.,,No
iclr_2020_251,"Prediction, Consistency, Curvature: Representation Learning for Locally-Linear Control.",,No
iclr_2020_252,Augmenting Non-Collaborative Dialog Systems with Explicit Semantic and Strategic Dialog History.,,No
iclr_2020_253,BERTScore: Evaluating Text Generation with BERT.,,No
iclr_2020_254,Neural Execution of Graph Algorithms.,,No
iclr_2020_255,On the Need for Topology-Aware Generative Models for Manifold-Based Defenses.,,No
iclr_2020_256,FSNet: Compression of Deep Convolutional Neural Networks by Filter Summary.,,No
iclr_2020_257,Capsules with Inverted Dot-Product Attention Routing.,,No
iclr_2020_258,Composition-based Multi-Relational Graph Convolutional Networks.,,No
iclr_2020_259,Gradient-Based Neural DAG Learning.,,No
iclr_2020_260,The Local Elasticity of Neural Networks.,,No
iclr_2020_261,Composing Task-Agnostic Policies with Deep Reinforcement Learning.,,No
iclr_2020_262,Convergence of Gradient Methods on Bilinear Zero-Sum Games.,,No
iclr_2020_263,Discovering Motor Programs by Recomposing Demonstrations.,,No
iclr_2020_264,Learning from Explanations with Neural Execution Tree.,,No
iclr_2020_265,Jelly Bean World: A Testbed for Never-Ending Learning.,,No
iclr_2020_266,Coherent Gradients: An Approach to Understanding Generalization in Gradient Descent-based Optimization.,,No
iclr_2020_267,Probabilistic Connection Importance Inference and Lossless Compression of Deep Neural Networks.,,No
iclr_2020_268,MEMO: A Deep Network for Flexible Combination of Episodic Memories.,,No
iclr_2020_269,Economy Statistical Recurrent Units For Inferring Nonlinear Granger Causality.,,No
iclr_2020_270,Bayesian Meta Sampling for Fast Uncertainty Adaptation.,,No
iclr_2020_271,Non-Autoregressive Dialog State Tracking.,,No
iclr_2020_272,Extreme Tensoring for Low-Memory Preconditioning.,,No
iclr_2020_273,RNNs Incrementally Evolving on an Equilibrium Manifold: A Panacea for Vanishing and Exploding Gradients?,,No
iclr_2020_274,The Early Phase of Neural Network Training.,,No
iclr_2020_275,NeurQuRI: Neural Question Requirement Inspector for Answerability Prediction in Machine Reading Comprehension.,,No
iclr_2020_276,Towards Stabilizing Batch Statistics in Backward Propagation of Batch Normalization.,,No
iclr_2020_277,Single Episode Policy Transfer in Reinforcement Learning.,,No
iclr_2020_278,Generalization through Memorization: Nearest Neighbor Language Models.,,No
iclr_2020_279,Transformer-XH: Multi-Evidence Reasoning with eXtra Hop Attention.,,No
iclr_2020_280,Synthesizing Programmatic Policies that Inductively Generalize.,,No
iclr_2020_281,Decoding As Dynamic Programming For Recurrent Autoregressive Models.,,No
iclr_2020_282,Deep Double Descent: Where Bigger Models and More Data Hurt.,,No
iclr_2020_283,Intriguing Properties of Adversarial Training at Scale.,,No
iclr_2020_284,Shifted and Squeezed 8-bit Floating Point format for Low-Precision Training of Deep Neural Networks.,,No
iclr_2020_285,Distributed Bandit Learning: Near-Optimal Regret with Efficient Communication.,,No
iclr_2020_286,Biologically inspired sleep algorithm for increased generalization and adversarial robustness in deep neural networks.,,No
iclr_2020_287,A Closer Look at the Optimization Landscapes of Generative Adversarial Networks.,,No
iclr_2020_288,On the Global Convergence of Training Deep Linear ResNets.,,No
iclr_2020_289,Towards a Deep Network Architecture for Structured Smoothness.,,No
iclr_2020_290,Revisiting Self-Training for Neural Sequence Generation.,,No
iclr_2020_291,Denoising and Regularization via Exploiting the Structural Bias of Convolutional Generators.,,No
iclr_2020_292,Variational Autoencoders for Highly Multivariate Spatial Point Processes Intensities.,,No
iclr_2020_293,Model-Augmented Actor-Critic: Backpropagating through Paths.,,No
iclr_2020_294,LambdaNet: Probabilistic Type Inference using Graph Neural Networks.,,No
iclr_2020_295,From Inference to Generation: End-to-end Fully Self-supervised Generation of Human Face from Speech.,,No
iclr_2020_296,Learning from Unlabelled Videos Using Contrastive Predictive Neural 3D Mapping.,,No
iclr_2020_297,Decoupling Representation and Classifier for Long-Tailed Recognition.,,No
iclr_2020_298,Robust Reinforcement Learning for Continuous Control with Model Misspecification.,,No
iclr_2020_299,Cross-lingual Alignment vs Joint Training: A Comparative Study and A Simple Unified Framework.,,No
iclr_2020_300,Training Recurrent Neural Networks Online by Learning Explicit State Variables.,,No
iclr_2020_301,Uncertainty-guided Continual Learning with Bayesian Neural Networks.,,No
iclr_2020_302,Curriculum Loss: Robust Learning and Generalization against Label Corruption.,,No
iclr_2020_303,Picking Winning Tickets Before Training by Preserving Gradient Flow.,,No
iclr_2020_304,"Generative Models for Effective ML on Private, Decentralized Datasets.",,No
iclr_2020_305,Inductive representation learning on temporal graphs.,,No
iclr_2020_306,BatchEnsemble: an Alternative Approach to Efficient Ensemble and Lifelong Learning.,,No
iclr_2020_307,Towards neural networks that provably know when they don't know.,,No
iclr_2020_308,Iterative energy-based projection on a normal data manifold for anomaly localization.,,No
iclr_2020_309,Towards Stable and Efficient Training of Verifiably Robust Neural Networks.,,No
iclr_2020_310,Frequency-based Search-control in Dyna.,,No
iclr_2020_311,Learning representations for binary-classification without backpropagation.,,No
iclr_2020_312,Polylogarithmic width suffices for gradient descent to achieve arbitrarily small test error with shallow ReLU networks.,,No
iclr_2020_313,Physics-aware Difference Graph Networks for Sparsely-Observed Dynamics.,,No
iclr_2020_314,HiLLoC: lossless image compression with hierarchical latent variable models.,,No
iclr_2020_315,IMPACT: Importance Weighted Asynchronous Architectures with Clipped Target Networks.,,No
iclr_2020_316,On Bonus Based Exploration Methods In The Arcade Learning Environment.,,No
iclr_2020_317,Adaptive Correlated Monte Carlo for Contextual Categorical Sequence Generation.,,No
iclr_2020_318,Smoothness and Stability in GANs.,,No
iclr_2020_319,SNOW: Subscribing to Knowledge via Channel Pooling for Transfer & Lifelong Learning of Convolutional Neural Networks.,,No
iclr_2020_320,Empirical Studies on the Properties of Linear Regions in Deep Neural Networks.,,No
iclr_2020_321,Black-box Off-policy Estimation for Infinite-Horizon Reinforcement Learning.,,No
iclr_2020_322,PairNorm: Tackling Oversmoothing in GNNs.,,No
iclr_2020_323,Unsupervised Clustering using Pseudo-semi-supervised Learning.,,No
iclr_2020_324,Simple and Effective Regularization Methods for Training on Noisily Labeled Data with Generalization Guarantee.,,No
iclr_2020_325,Controlling generative models with continuous factors of variations.,,No
iclr_2020_326,Symplectic ODE-Net: Learning Hamiltonian Dynamics with Control.,,No
iclr_2020_327,"Understanding l4-based Dictionary Learning: Interpretation, Stability, and Robustness.",,No
iclr_2020_328,Quantum Algorithms for Deep Convolutional Neural Networks.,,No
iclr_2020_329,Self-Supervised Learning of Appliance Usage.,,No
iclr_2020_330,Deep Graph Matching Consensus.,,No
iclr_2020_331,Beyond Linearization: On Quadratic and Higher-Order Approximation of Wide Neural Networks.,,No
iclr_2020_332,Dynamic Sparse Training: Find Efficient Sparse Network From Scratch With Trainable Masked Layers.,,No
iclr_2020_333,"Triple Wins: Boosting Accuracy, Robustness and Efficiency Together by Enabling Input-Adaptive Inference.",,No
iclr_2020_334,Neural Policy Gradient Methods: Global Optimality and Rates of Convergence.,,No
iclr_2020_335,Double Neural Counterfactual Regret Minimization.,,No
iclr_2020_336,GraphAF: a Flow-based Autoregressive Model for Molecular Graph Generation.,,No
iclr_2020_337,The Gambler's Problem and Beyond.,,No
iclr_2020_338,Multilingual Alignment of Contextual Word Representations.,,No
iclr_2020_339,The Curious Case of Neural Text Degeneration.,,No
iclr_2020_340,Graph Convolutional Reinforcement Learning.,,No
iclr_2020_341,Meta-Learning Deep Energy-Based Memory Models.,,No
iclr_2020_342,Exploratory Not Explanatory: Counterfactual Analysis of Saliency Maps for Deep Reinforcement Learning.,,No
iclr_2020_343,Fast Neural Network Adaptation via Parameter Remapping and Architecture Search.,,No
iclr_2020_344,Guiding Program Synthesis by Learning to Generate Examples.,,No
iclr_2020_345,SNODE: Spectral Discretization of Neural ODEs for System Identification.,,No
iclr_2020_346,Generalized Convolutional Forest Networks for Domain Generalization and Visual Recognition.,,No
