uuid,venue,year,title,authors,abstract
icml_2024_23,icml,2024,PrE-Text: Training Language Models on Private Federated Data in the Age of LLMs.,Charlie Hou; Akshat Shrivastava; Hongyuan Zhan; Rylan Conway; Trang Le; Adithya Sagar; Giulia Fanti; Daniel Lazar,
icml_2024_24,icml,2024,Compressible Dynamics in Deep Overparameterized Low-Rank Learning & Adaptation.,Can Yaras; Peng Wang; Laura Balzano; Qing Qu,
icml_2024_25,icml,2024,Position: Technical Research and Talent is Needed for Effective AI Governance.,Anka Reuel; Lisa Soder; Benjamin Bucknall; Trond Arne Undheim,
icml_2024_26,icml,2024,Bottleneck-Minimal Indexing for Generative Document Retrieval.,Xin Du; Lixin Xiu; Kumiko Tanaka-Ishii,
icml_2024_27,icml,2024,Hybrid2 Neural ODE Causal Modeling and an Application to Glycemic Response.,Bob Junyi Zou; Matthew E. Levine; Dessi P. Zaharieva; Ramesh Johari; Emily B. Fox,
icml_2024_28,icml,2024,FedMBridge: Bridgeable Multimodal Federated Learning.,Jiayi Chen; Aidong Zhang,
icml_2024_29,icml,2024,How do Large Language Models Navigate Conflicts between Honesty and Helpfulness?,Ryan Liu; Theodore R. Sumers; Ishita Dasgupta; Thomas L. Griffiths,
icml_2024_30,icml,2024,Weak-to-Strong Generalization: Eliciting Strong Capabilities With Weak Supervision.,Collin Burns; Pavel Izmailov; Jan Hendrik Kirchner; Bowen Baker; Leo Gao; Leopold Aschenbrenner; Yining Chen; Adrien Ecoffet; Manas Joglekar; Jan Leike; Ilya Sutskever; Jeffrey Wu,
icml_2024_31,icml,2024,ACE: Off-Policy Actor-Critic with Causality-Aware Entropy Regularization.,Tianying Ji; Yongyuan Liang; Yan Zeng; Yu Luo; Guowei Xu; Jiawei Guo; Ruijie Zheng; Furong Huang; Fuchun Sun; Huazhe Xu,
icml_2024_32,icml,2024,Expressivity and Generalization: Fragment-Biases for Molecular GNNs.,Tom Wollschläger; Niklas Kemper; Leon Hetzel; Johanna Sommer; Stephan Günnemann,
icml_2024_33,icml,2024,Theoretical Analysis of Learned Database Operations under Distribution Shift through Distribution Learnability.,Sepanta Zeighami; Cyrus Shahabi,
icml_2024_34,icml,2024,Position: A Safe Harbor for AI Evaluation and Red Teaming.,Shayne Longpre; Sayash Kapoor; Kevin Klyman; Ashwin Ramaswami; Rishi Bommasani; Borhane Blili-Hamelin; Yangsibo Huang; Aviya Skowron; Zheng Xin Yong; Suhas Kotha; Yi Zeng; Weiyan Shi; Xianjun Yang; Reid Southen; Alexander Robey; Patrick Chao; Diyi Yang; Ruoxi Jia; Daniel Kang; Sandy Pentland; Arvind Narayanan; Percy Liang; Peter Henderson,
icml_2024_35,icml,2024,A Dynamic Algorithm for Weighted Submodular Cover Problem.,Kiarash Banihashem; Samira Goudarzi; MohammadTaghi Hajiaghayi; Peyman Jabbarzade; Morteza Monemizadeh,
icml_2024_36,icml,2024,Rethinking Data Shapley for Data Selection Tasks: Misleads and Merits.,Jiachen T. Wang; Tianji Yang; James Zou; Yongchan Kwon; Ruoxi Jia,
icml_2024_37,icml,2024,Is DPO Superior to PPO for LLM Alignment? A Comprehensive Study.,Shusheng Xu; Wei Fu; Jiaxuan Gao; Wenjie Ye; Weilin Liu; Zhiyu Mei; Guangju Wang; Chao Yu; Yi Wu,
icml_2024_38,icml,2024,Trained Random Forests Completely Reveal your Dataset.,Julien Ferry; Ricardo Fukasawa; Timothée Pascal; Thibaut Vidal,
icml_2024_39,icml,2024,LoRA Training in the NTK Regime has No Spurious Local Minima.,Uijeong Jang; Jason D. Lee; Ernest K. Ryu,
icml_2024_40,icml,2024,SAPG: Split and Aggregate Policy Gradients.,Jayesh Singla; Ananye Agarwal; Deepak Pathak,
icml_2024_41,icml,2024,How Private are DP-SGD Implementations?,Lynn Chua; Badih Ghazi; Pritish Kamath; Ravi Kumar; Pasin Manurangsi; Amer Sinha; Chiyuan Zhang,
icml_2024_42,icml,2024,From Coarse to Fine: Enable Comprehensive Graph Self-supervised Learning with Multi-granular Semantic Ensemble.,Qianlong Wen; Mingxuan Ju; Zhongyu Ouyang; Chuxu Zhang; Yanfang Ye,
icml_2024_43,icml,2024,Discrete Diffusion Modeling by Estimating the Ratios of the Data Distribution.,Aaron Lou; Chenlin Meng; Stefano Ermon,
icml_2024_44,icml,2024,Discovering Environments with XRM.,Mohammad Pezeshki; Diane Bouchacourt; Mark Ibrahim; Nicolas Ballas; Pascal Vincent; David Lopez-Paz,
icml_2024_45,icml,2024,Fast Co-Training under Weak Dependence via Stream-Based Active Learning.,Ilias Diakonikolas; Mingchen Ma; Lisheng Ren; Christos Tzamos,
icml_2024_46,icml,2024,Active Adaptive Experimental Design for Treatment Effect Estimation with Covariate Choice.,Masahiro Kato; Akihiro Oga; Wataru Komatsubara; Ryo Inokuchi,
icml_2024_47,icml,2024,Listenable Maps for Audio Classifiers.,Francesco Paissan; Mirco Ravanelli; Cem Subakan,
icml_2024_48,icml,2024,"I/O Complexity of Attention, or How Optimal is FlashAttention?",Barna Saha; Christopher Ye,
icml_2024_49,icml,2024,Decomposing Uncertainty for Large Language Models through Input Clarification Ensembling.,Bairu Hou; Yujian Liu; Kaizhi Qian; Jacob Andreas; Shiyu Chang; Yang Zhang,
icml_2024_50,icml,2024,Inferring the Long-Term Causal Effects of Long-Term Treatments from Short-Term Experiments.,Allen Tran; Aurélien Bibaut; Nathan Kallus,
icml_2024_51,icml,2024,"Multiplicative Weights Update, Area Convexity and Random Coordinate Descent for Densest Subgraph Problems.",Ta Duy Nguyen; Alina Ene,
icml_2024_52,icml,2024,All-in-one simulation-based inference.,Manuel Glöckler; Michael Deistler; Christian Dietrich Weilbach; Frank Wood; Jakob H. Macke,
icml_2024_53,icml,2024,Environment Design for Inverse Reinforcement Learning.,Thomas Kleine Buening; Victor Villin; Christos Dimitrakakis,
icml_2024_54,icml,2024,Scalable AI Safety via Doubly-Efficient Debate.,Jonah Brown-Cohen; Geoffrey Irving; Georgios Piliouras,
icml_2024_55,icml,2024,OMPO: A Unified Framework for RL under Policy and Dynamics Shifts.,Yu Luo; Tianying Ji; Fuchun Sun; Jianwei Zhang; Huazhe Xu; Xianyuan Zhan,
icml_2024_56,icml,2024,Neural Collapse meets Differential Privacy: Curious behaviors of NoisyGD with Near-Perfect Representation Learning.,Chendi Wang; Yuqing Zhu; Weijie J. Su; Yu-Xiang Wang,
icml_2024_57,icml,2024,Differentiable Mapper for Topological Optimization of Data Representation.,Ziyad Oulhaj; Mathieu Carrière; Bertrand Michel,
icml_2024_58,icml,2024,ExCP: Extreme LLM Checkpoint Compression via Weight-Momentum Joint Shrinking.,Wenshuo Li; Xinghao Chen; Han Shu; Yehui Tang; Yunhe Wang,
icml_2024_59,icml,2024,Towards Optimal Adversarial Robust Q-learning with Bellman Infinity-error.,Haoran Li; Zicheng Zhang; Wang Luo; Congying Han; Yudong Hu; Tiande Guo; Shichen Liao,
icml_2024_60,icml,2024,"Pruned Pivot: Correlation Clustering Algorithm for Dynamic, Parallel, and Local Computation Models.",Mina Dalirrooyfard; Konstantin Makarychev; Slobodan Mitrovic,
icml_2024_61,icml,2024,MLLM-as-a-Judge: Assessing Multimodal LLM-as-a-Judge with Vision-Language Benchmark.,Dongping Chen; Ruoxi Chen; Shilin Zhang; Yaochen Wang; Yinuo Liu; Huichi Zhou; Qihui Zhang; Yao Wan; Pan Zhou; Lichao Sun,
icml_2024_62,icml,2024,CompeteAI: Understanding the Competition Dynamics of Large Language Model-based Agents.,Qinlin Zhao; Jindong Wang; Yixuan Zhang; Yiqiao Jin; Kaijie Zhu; Hao Chen; Xing Xie,
icml_2024_63,icml,2024,Robustness of Nonlinear Representation Learning.,Simon Buchholz; Bernhard Schölkopf,
icml_2024_64,icml,2024,SΩI: Score-based O-INFORMATION Estimation.,Mustapha Bounoua; Giulio Franzese; Pietro Michiardi,
icml_2024_65,icml,2024,Rate-Optimal Policy Optimization for Linear Markov Decision Processes.,Uri Sherman; Alon Cohen; Tomer Koren; Yishay Mansour,
icml_2024_66,icml,2024,SAM as the Guide: Mastering Pseudo-Label Refinement in Semi-Supervised Referring Expression Segmentation.,Danni Yang; Jiayi Ji; Yiwei Ma; Tianyu Guo; Haowei Wang; Xiaoshuai Sun; Rongrong Ji,
icml_2024_67,icml,2024,Position: Near to Mid-term Risks and Opportunities of Open-Source Generative AI.,Francisco Eiras; Aleksandar Petrov; Bertie Vidgen; Christian Schröder de Witt; Fabio Pizzati; Katherine Elkins; Supratik Mukhopadhyay; Adel Bibi; Botos Csaba; Fabro Steibel; Fazl Barez; Genevieve Smith; Gianluca Guadagni; Jon Chun; Jordi Cabot; Joseph Marvin Imperial; Juan A. Nolazco-Flores; Lori Landay; Matthew Thomas Jackson; Paul Röttger; Philip H. S. Torr; Trevor Darrell; Yong Suk Lee; Jakob N. Foerster,
icml_2024_68,icml,2024,Repoformer: Selective Retrieval for Repository-Level Code Completion.,Di Wu; Wasi Uddin Ahmad; Dejiao Zhang; Murali Krishna Ramanathan; Xiaofei Ma,
icml_2024_69,icml,2024,Scaling Rectified Flow Transformers for High-Resolution Image Synthesis.,Patrick Esser; Sumith Kulal; Andreas Blattmann; Rahim Entezari; Jonas Müller; Harry Saini; Yam Levi; Dominik Lorenz; Axel Sauer; Frederic Boesel; Dustin Podell; Tim Dockhorn; Zion English; Robin Rombach,
icml_2024_70,icml,2024,Position: On the Societal Impact of Open Foundation Models.,Sayash Kapoor; Rishi Bommasani; Kevin Klyman; Shayne Longpre; Ashwin Ramaswami; Peter Cihon; Aspen K. Hopkins; Kevin Bankston; Stella Biderman; Miranda Bogen; Rumman Chowdhury; Alex Engler; Peter Henderson; Yacine Jernite; Seth Lazar; Stefano Maffulli; Alondra Nelson; Joelle Pineau; Aviya Skowron; Dawn Song; Victor Storchan; Daniel Zhang; Daniel E. Ho; Percy Liang; Arvind Narayanan,
icml_2024_71,icml,2024,DITTO: Diffusion Inference-Time T-Optimization for Music Generation.,Zachary Novack; Julian J. McAuley; Taylor Berg-Kirkpatrick; Nicholas J. Bryan,
icml_2024_72,icml,2024,Parameterized Physics-informed Neural Networks for Parameterized PDEs.,Woojin Cho; Minju Jo; Haksoo Lim; Kookjin Lee; Dongeun Lee; Sanghyun Hong; Noseong Park,
icml_2024_73,icml,2024,Position: Rethinking Post-Hoc Search-Based Neural Approaches for Solving Large-Scale Traveling Salesman Problems.,Yifan Xia; Xianliang Yang; Zichuan Liu; Zhihao Liu; Lei Song; Jiang Bian,
icml_2024_74,icml,2024,Automated Evaluation of Retrieval-Augmented Language Models with Task-Specific Exam Generation.,Gauthier Guinet; Behrooz Omidvar-Tehrani; Anoop Deoras; Laurent Callot,
icml_2024_75,icml,2024,PRISE: LLM-Style Sequence Compression for Learning Temporal Action Abstractions in Control.,Ruijie Zheng; Ching-An Cheng; Hal Daumé III; Furong Huang; Andrey Kolobov,
icml_2024_76,icml,2024,LCA-on-the-Line: Benchmarking Out of Distribution Generalization with Class Taxonomies.,Jia Shi; Gautam Rajendrakumar Gare; Jinjin Tian; Siqi Chai; Zhiqiu Lin; Arun Balajee Vasudevan; Di Feng; Francesco Ferroni; Shu Kong,
icml_2024_77,icml,2024,Active Statistical Inference.,Tijana Zrnic; Emmanuel J. Candès,
icml_2024_78,icml,2024,Symbolic Music Generation with Non-Differentiable Rule Guided Diffusion.,Yujia Huang; Adishree Ghatare; Yuanzhe Liu; Ziniu Hu; Qinsheng Zhang; Chandramouli Shama Sastry; Siddharth Gururani; Sageev Oore; Yisong Yue,
icml_2024_79,icml,2024,NaturalSpeech 3: Zero-Shot Speech Synthesis with Factorized Codec and Diffusion Models.,Zeqian Ju; Yuancheng Wang; Kai Shen; Xu Tan; Detai Xin; Dongchao Yang; Eric Liu; Yichong Leng; Kaitao Song; Siliang Tang; Zhizheng Wu; Tao Qin; Xiangyang Li; Wei Ye; Shikun Zhang; Jiang Bian; Lei He; Jinyu Li; Sheng Zhao,
icml_2024_80,icml,2024,Privacy Preserving Adaptive Experiment Design.,Jiachun Li; Kaining Shi; David Simchi-Levi,
icml_2024_81,icml,2024,Position: Do pretrained Transformers Learn In-Context by Gradient Descent?,Lingfeng Shen; Aayush Mishra; Daniel Khashabi,
icml_2024_82,icml,2024,Learning to Model the World With Language.,Jessy Lin; Yuqing Du; Olivia Watkins; Danijar Hafner; Pieter Abbeel; Dan Klein; Anca D. Dragan,
icml_2024_83,icml,2024,Position: AI-Powered Autonomous Weapons Risk Geopolitical Instability and Threaten AI Research.,Riley Simmons-Edler; Ryan Paul Badman; Shayne Longpre; Kanaka Rajan,
icml_2024_84,icml,2024,Arrows of Time for Large Language Models.,Vassilis Papadopoulos; Jérémie Wenger; Clément Hongler,
icml_2024_85,icml,2024,Chain of Code: Reasoning with a Language Model-Augmented Code Emulator.,Chengshu Li; Jacky Liang; Andy Zeng; Xinyun Chen; Karol Hausman; Dorsa Sadigh; Sergey Levine; Li Fei-Fei; Fei Xia; Brian Ichter,
icml_2024_86,icml,2024,Challenges in Training PINNs: A Loss Landscape Perspective.,Pratik Rathore; Weimu Lei; Zachary Frangella; Lu Lu; Madeleine Udell,
icml_2024_87,icml,2024,AI Control: Improving Safety Despite Intentional Subversion.,Ryan Greenblatt; Buck Shlegeris; Kshitij Sachan; Fabien Roger,
icml_2024_88,icml,2024,APT: Adaptive Pruning and Tuning Pretrained Language Models for Efficient Training and Inference.,Bowen Zhao; Hannaneh Hajishirzi; Qingqing Cao,
icml_2024_89,icml,2024,Offline Actor-Critic Reinforcement Learning Scales to Large Models.,Jost Tobias Springenberg; Abbas Abdolmaleki; Jingwei Zhang; Oliver Groth; Michael Bloesch; Thomas Lampe; Philemon Brakel; Sarah Bechtle; Steven Kapturowski; Roland Hafner; Nicolas Heess; Martin A. Riedmiller,
icml_2024_90,icml,2024,Fast Timing-Conditioned Latent Audio Diffusion.,Zach Evans; CJ Carr; Josiah Taylor; Scott H. Hawley; Jordi Pons,
icml_2024_91,icml,2024,MagicLens: Self-Supervised Image Retrieval with Open-Ended Instructions.,Kai Zhang; Yi Luan; Hexiang Hu; Kenton Lee; Siyuan Qiao; Wenhu Chen; Yu Su; Ming-Wei Chang,
icml_2024_92,icml,2024,Making Old Things New: A Unified Algorithm for Differentially Private Clustering.,Max Dupré la Tour; Monika Henzinger; David Saulpic,
icml_2024_93,icml,2024,Interpreting and Improving Large Language Models in Arithmetic Calculation.,Wei Zhang; Chaoqun Wan; Yonggang Zhang; Yiu-ming Cheung; Xinmei Tian; Xu Shen; Jieping Ye,
icml_2024_94,icml,2024,SparseTSF: Modeling Long-term Time Series Forecasting with *1k* Parameters.,Shengsheng Lin; Weiwei Lin; Wentai Wu; Haojun Chen; Junjie Yang,
icml_2024_95,icml,2024,On the Last-Iterate Convergence of Shuffling Gradient Methods.,Zijian Liu; Zhengyuan Zhou,
icml_2024_96,icml,2024,AlphaFold Meets Flow Matching for Generating Protein Ensembles.,Bowen Jing; Bonnie Berger; Tommi S. Jaakkola,
icml_2024_97,icml,2024,Low-Cost High-Power Membership Inference Attacks.,Sajjad Zarifzadeh; Philippe Liu; Reza Shokri,
icml_2024_98,icml,2024,"A Touch, Vision, and Language Dataset for Multimodal Alignment.",Letian Fu; Gaurav Datta; Huang Huang; William Chung-Ho Panitch; Jaimyn Drake; Joseph Ortiz; Mustafa Mukadam; Mike Lambeta; Roberto Calandra; Ken Goldberg,
icml_2024_99,icml,2024,"Position: Measure Dataset Diversity, Don't Just Claim It.",Dora Zhao; Jerone T. A. Andrews; Orestis Papakyriakopoulos; Alice Xiang,
icml_2024_100,icml,2024,Contrasting Multiple Representations with the Multi-Marginal Matching Gap.,Zoe Piran; Michal Klein; James Thornton; Marco Cuturi,
icml_2024_101,icml,2024,Candidate Pseudolabel Learning: Enhancing Vision-Language Models by Prompt Tuning with Unlabeled Data.,Jiahan Zhang; Qi Wei; Feng Liu; Lei Feng,
icml_2024_102,icml,2024,"The Stronger the Diffusion Model, the Easier the Backdoor: Data Poisoning to Induce Copyright BreachesWithout Adjusting Finetuning Pipeline.",Haonan Wang; Qianli Shen; Yao Tong; Yang Zhang; Kenji Kawaguchi,
icml_2024_103,icml,2024,Stealing part of a production language model.,Nicholas Carlini; Daniel Paleka; Krishnamurthy Dj Dvijotham; Thomas Steinke; Jonathan Hayase; A. Feder Cooper; Katherine Lee; Matthew Jagielski; Milad Nasr; Arthur Conmy; Eric Wallace; David Rolnick; Florian Tramèr,
icml_2024_104,icml,2024,Pausing Policy Learning in Non-stationary Reinforcement Learning.,Hyunin Lee; Ming Jin; Javad Lavaei; Somayeh Sojoudi,
icml_2024_105,icml,2024,Debating with More Persuasive LLMs Leads to More Truthful Answers.,Akbir Khan; John Hughes; Dan Valentine; Laura Ruis; Kshitij Sachan; Ansh Radhakrishnan; Edward Grefenstette; Samuel R. Bowman; Tim Rocktäschel; Ethan Perez,
icml_2024_106,icml,2024,Probabilistic Generating Circuits - Demystified.,Sanyam Agarwal; Markus Bläser,
icml_2024_107,icml,2024,Self-Composing Policies for Scalable Continual Reinforcement Learning.,Mikel Malagon; Josu Ceberio; José Antonio Lozano,
icml_2024_108,icml,2024,Sparse Inducing Points in Deep Gaussian Processes: Enhancing Modeling with Denoising Diffusion Variational Inference.,Jian Xu; Delu Zeng; John W. Paisley,
icml_2024_109,icml,2024,Optimal Hessian/Jacobian-Free Nonconvex-PL Bilevel Optimization.,Feihu Huang,
icml_2024_110,icml,2024,LSEnet: Lorentz Structural Entropy Neural Network for Deep Graph Clustering.,Li Sun; Zhenhao Huang; Hao Peng; Yujie Wang; Chunyang Liu; Philip S. Yu,
icml_2024_111,icml,2024,VideoPoet: A Large Language Model for Zero-Shot Video Generation.,Dan Kondratyuk; Lijun Yu; Xiuye Gu; José Lezama; Jonathan Huang; Grant Schindler; Rachel Hornung; Vighnesh Birodkar; Jimmy Yan; Ming-Chang Chiu; Krishna Somandepalli; Hassan Akbari; Yair Alon; Yong Cheng; Joshua V. Dillon; Agrim Gupta; Meera Hahn; Anja Hauth; David Hendon; Alonso Martinez; David Minnen; Mikhail Sirotenko; Kihyuk Sohn; Xuan Yang; Hartwig Adam; Ming-Hsuan Yang; Irfan Essa; Huisheng Wang; David A. Ross; Bryan Seybold; Lu Jiang,
icml_2024_112,icml,2024,Video-LaVIT: Unified Video-Language Pre-training with Decoupled Visual-Motional Tokenization.,Yang Jin; Zhicheng Sun; Kun Xu; Kun Xu; Liwei Chen; Hao Jiang; Quzhe Huang; Chengru Song; Yuliang Liu; Di Zhang; Yang Song; Kun Gai; Yadong Mu,
icml_2024_113,icml,2024,Position: Considerations for Differentially Private Learning with Large-Scale Public Pretraining.,Florian Tramèr; Gautam Kamath; Nicholas Carlini,
icml_2024_114,icml,2024,Stereo Risk: A Continuous Modeling Approach to Stereo Matching.,Ce Liu; Suryansh Kumar; Shuhang Gu; Radu Timofte; Yao Yao; Luc Van Gool,
icml_2024_115,icml,2024,Zeroth-Order Methods for Constrained Nonconvex Nonsmooth Stochastic Optimization.,Zhuanghua Liu; Cheng Chen; Luo Luo; Bryan Kian Hsiang Low,
icml_2024_116,icml,2024,"Information Complexity of Stochastic Convex Optimization: Applications to Generalization, Memorization, and Tracing.",Idan Attias; Gintare Karolina Dziugaite; Mahdi Haghifam; Roi Livni; Daniel M. Roy,
icml_2024_117,icml,2024,Image Clustering with External Guidance.,Yunfan Li; Peng Hu; Dezhong Peng; Jiancheng Lv; Jianping Fan; Xi Peng,
icml_2024_118,icml,2024,A Mechanistic Understanding of Alignment Algorithms: A Case Study on DPO and Toxicity.,Andrew Lee; Xiaoyan Bai; Itamar Pres; Martin Wattenberg; Jonathan K. Kummerfeld; Rada Mihalcea,
icml_2024_119,icml,2024,EquiPocket: an E(3)-Equivariant Geometric Graph Neural Network for Ligand Binding Site Prediction.,Yang Zhang; Zhewei Wei; Ye Yuan; Chongxuan Li; Wenbing Huang,
icml_2024_120,icml,2024,Speech Self-Supervised Learning Using Diffusion Model Synthetic Data.,Heting Gao; Kaizhi Qian; Junrui Ni; Chuang Gan; Mark A. Hasegawa-Johnson; Shiyu Chang; Yang Zhang,
icml_2024_121,icml,2024,Position: The Platonic Representation Hypothesis.,Minyoung Huh; Brian Cheung; Tongzhou Wang; Phillip Isola,
icml_2024_122,icml,2024,Provable Multi-Task Representation Learning by Two-Layer ReLU Neural Networks.,Liam Collins; Hamed Hassani; Mahdi Soltanolkotabi; Aryan Mokhtari; Sanjay Shakkottai,
icml_2024_123,icml,2024,Rejuvenating image-GPT as Strong Visual Representation Learners.,Sucheng Ren; Zeyu Wang; Hongru Zhu; Junfei Xiao; Alan L. Yuille; Cihang Xie,
icml_2024_124,icml,2024,High-Probability Convergence for Composite and Distributed Stochastic Minimization and Variational Inequalities with Heavy-Tailed Noise.,Eduard Gorbunov; Abdurakhmon Sadiev; Marina Danilova; Samuel Horváth; Gauthier Gidel; Pavel E. Dvurechensky; Alexander V. Gasnikov; Peter Richtárik,
icml_2024_125,icml,2024,InfoNet: Neural Estimation of Mutual Information without Test-Time Optimization.,Zhengyang Hu; Song Kang; Qunsong Zeng; Kaibin Huang; Yanchao Yang,
icml_2024_126,icml,2024,NExT-GPT: Any-to-Any Multimodal LLM.,Shengqiong Wu; Hao Fei; Leigang Qu; Wei Ji; Tat-Seng Chua,
icml_2024_127,icml,2024,"Any-Precision LLM: Low-Cost Deployment of Multiple, Different-Sized LLMs.",Yeonhong Park; Jake Hyun; SangLyul Cho; Bonggeun Sim; Jae W. Lee,
icml_2024_128,icml,2024,Private Truly-Everlasting Robust-Prediction.,Uri Stemmer,
icml_2024_129,icml,2024,ViP: A Differentially Private Foundation Model for Computer Vision.,Yaodong Yu; Maziar Sanjabi; Yi Ma; Kamalika Chaudhuri; Chuan Guo,
icml_2024_130,icml,2024,Genie: Generative Interactive Environments.,Jake Bruce; Michael D. Dennis; Ashley Edwards; Jack Parker-Holder; Yuge Shi; Edward Hughes; Matthew Lai; Aditi Mavalankar; Richie Steigerwald; Chris Apps; Yusuf Aytar; Sarah Bechtle; Feryal M. P. Behbahani; Stephanie C. Y. Chan; Nicolas Heess; Lucy Gonzalez; Simon Osindero; Sherjil Ozair; Scott E. Reed; Jingwei Zhang; Konrad Zolna; Jeff Clune; Nando de Freitas; Satinder Singh; Tim Rocktäschel,
icml_2024_131,icml,2024,SAMformer: Unlocking the Potential of Transformers in Time Series Forecasting with Sharpness-Aware Minimization and Channel-Wise Attention.,Romain Ilbert; Ambroise Odonnat; Vasilii Feofanov; Aladin Virmaux; Giuseppe Paolo; Themis Palpanas; Ievgen Redko,
icml_2024_132,icml,2024,Data-free Neural Representation Compression with Riemannian Neural Dynamics.,Zhengqi Pei; Anran Zhang; Shuhui Wang; Xiangyang Ji; Qingming Huang,
icml_2024_133,icml,2024,Video-of-Thought: Step-by-Step Video Reasoning from Perception to Cognition.,Hao Fei; Shengqiong Wu; Wei Ji; Hanwang Zhang; Meishan Zhang; Mong-Li Lee; Wynne Hsu,
icml_2024_134,icml,2024,Test-Time Model Adaptation with Only Forward Passes.,Shuaicheng Niu; Chunyan Miao; Guohao Chen; Pengcheng Wu; Peilin Zhao,
